"Colaborador","Roles","Sexo.x","PaisOrigen.x","Nacimiento.x","Muerte.x","NombreR","Titulo","Fecha.ISO","Tipo","CantidadPaginas","Traduccion","Traductor"
"Cruz, Jorge de la","Creador","M","Colombia","1904","1952","Alpha","Dietario. XXI","1907-08-01","Prosa Ficción",0.7,"No",NA
"Restrepo, Saturnino","Creador","M","Colombia","1877","1961","Alpha","El sufragio femenino","1907-08-01","Prosa No Ficción",3,"No",NA
"Montoya, José","Creador",NA,NA,NA,NA,"Alpha","GELA","1907-09-01","Prosa Ficción",3,"No",NA
"Restrepo Restrepo, Antonio María","Creador","M","Colombia","1875","1921","Alpha","Evangelios. El juicio de Dios. Cristo y la sombra","1907-09-01","Poesía",2,"No",NA
"Cruz, Jorge de la","Creador","M","Colombia","1904","1952","Alpha","Dietario. IX","1907-09-01","Poesía",1,"No",NA
"Vélez Barrientos, Lucrecio","Creador","M","Colombia","1850","1925","Alpha","La cuelga de papá","1907-09-01","Prosa Ficción",4,"No",NA
"Cano, Antonio José","Creador","M","Colombia","1874","1942","Alpha","Diálogos de las brisas","1907-09-01","Poesía",1,"No",NA
"Pardo Farelo, Enrique","Creador","M","Colombia","1883","1965","Alpha","El frío de la tarde","1907-09-01","Prosa Ficción",3,"No",NA
"Gide, André","Creador","M","Francia","1869","1951","Alpha","Montañas","1907-09-01","Poesía",1,"Sí","Latorre, Gabriel"
"Anónimo","Director",NA,NA,NA,NA,"Alpha",NA,"1907-09-01","Prosa No Ficción",0.5,"No",NA
"Hearn, Lafcadio","Creador","M","Grecia","1850","1904","Alpha","La historia de Ito Norisuké","1907-09-01","Prosa No Ficción",10,"Sí","Gómez Restrepo, Antonio"
"Anónimo","Director",NA,NA,NA,NA,"Alpha",NA,"1907-09-01","Prosa No Ficción",1,"Sí","Anónimo"
"Betancourt Villegas, Félix","Crítico","M","Colombia","1872","1948","Alpha","Párrafos de una carta á Francisco de P. Rendón","1907-09-01","Prosa No Ficción",7,"No",NA
"Restrepo, Saturnino","Crítico","M","Colombia","1877","1961","Alpha","Al rededor de Rousseau","1907-09-01","Prosa No Ficción",3,"No",NA
"Restrepo Euse, Álvaro","Creador","M","Colombia","1844","1910","Alpha","Anales. De la conquista de Colombia","1907-10-01","Prosa No Ficción",4,"No",NA
"Velásquez García, José","Creador","M","Colombia","1873","1950","Alpha","¡Arrea cochero!","1907-10-01","Poesía",2.5,"No",NA
"Cruz, Jorge de la","Creador","M","Colombia","1904","1952","Alpha","Dietario. XXIII","1907-10-01","Prosa Ficción",2,"No",NA
"Arbós y Góngora","Creador",NA,NA,NA,NA,"Alpha","Nube blanca","1907-10-01","Poesía",1,"No",NA
"Posada Arango, Andrés","Creador","M","Colombia","1839","1923","Alpha","Las águilas","1907-10-01","Prosa No Ficción",3,"No",NA
"Velásquez, Edmundo","Creador","M","Colombia","1881","1954","Alpha","Egloga de la tarde","1907-10-01","Poesía",1.5,"No",NA
"Moreno Alba, Miguel","Creador","M","Colombia","1890","1942","Alpha","Capullos de mujer","1907-10-01","Poesía",0.5,"No",NA
"Correa, Ramón","Creador","M","Colombia","1896","1975","Alpha","Eduardo Leyton","1907-10-01","Prosa No Ficción",10,"No",NA
"Abella de Nouvrac, Louis","Creador",NA,NA,NA,NA,"Alpha","Bebé","1907-10-01","Prosa Ficción",1,"Sí","Anónimo"
"Villiers de L'Isle-Adam, Auguste de","Creador","M","Francia","1838","1889","Alpha","Flores de las tinieblas","1907-10-01","Poesía",2,"Sí","Anónimo"
"Londoño, Víctor Manuel","Creador","M","Colombia","1876","1936","Alpha","Los abogados de Sócrates","1907-10-01","Prosa No Ficción",2.7,"No",NA
"Restrepo, Saturnino","Crítico","M","Colombia","1877","1961","Alpha","Atenas contra Sócrates. II","1907-10-01","Prosa No Ficción",2.3,"No",NA
"Le Temps","Creador",NA,NA,NA,NA,"Alpha","Extractos: Elvecio","1907-10-01","Prosa No Ficción",2,"Sí","Escobar Rojo, Severo"
"López Restrepo, Alejandro","Creador","M","Colombia","1876","1940","Alpha","De la prensa científica","1907-10-01","Prosa No Ficción",2,"No",NA
"Uribe Ángel, Manuel","Creador","M","Colombia","1822","1904","Alpha","De Lima al bajo Chocó-1849. Recuerdo de un viaje. El Dr. Beltran","1907-12-01","Prosa No Ficción",28,"No",NA
"Velásquez García, José","Creador","M","Colombia","1873","1950","Alpha","De ""Las piedras viejas""","1907-12-01","Poesía",2,"No",NA
"Restrepo Restrepo, Carlos Eugenio","Creador","M","Colombia","1867","1937","Alpha","A propósito…Y apogeo","1907-12-01","Prosa No Ficción",1.5,"No",NA
"Louÿs, Pierre","Creador","M","Francia","1870","1925","Alpha","Apogeo","1907-12-01","Poesía",1.5,"Sí","Restrepo Restrepo, Carlos Eugenio"
"Vélez Barrientos, Lucrecio","Creador","M","Colombia","1850","1925","Alpha","Rara avis…..XXXIII","1907-12-01","Prosa Ficción",7,"No",NA
"Medina, Vicente","Creador","M","España","1866","1937","Alpha","La danza","1907-12-01","Poesía",0.7,"No",NA
"Medina, Vicente","Creador","M","España","1866","1937","Alpha","Venus dolorosa","1907-12-01","Poesía",0.7,"No",NA
"Medina, Vicente","Creador","M","España","1866","1937","Alpha","La cadena","1907-12-01","Poesía",0.7,"No",NA
"Montoya, José","Creador",NA,NA,NA,NA,"Alpha","Paisaje matinal (En Loreto)","1907-12-01","Prosa Ficción",3.3,"No",NA
"Rollinat, Maurice","Creador","M","Francia","1846","1903","Alpha","El piano","1907-12-01","Poesía",0.7,"Sí","Cano, Antonio José"
"Cruz, Efraím de la","Creador",NA,NA,NA,NA,"Alpha","Yo te bendigo!","1907-12-01","Prosa Ficción",1.3,"No",NA
"Vélez, Victoriano","Creador","M","Colombia","1891","1956","Alpha","El sauce","1907-12-01","Poesía",0.7,"No",NA
"Maeterlinck, Maurice","Creador","M","Bélgica","1862","1949","Alpha","Aladina y Palomides","1907-12-01","Teatro",20.3,"Sí","Anónimo"
"Bonilla, Manuel Antonio","Creador","M","Colombia","1872","1949","Alpha","Bibliografía","1907-12-01","Prosa No Ficción",0.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Alpha","""Alpha""","1907-12-01","Prosa No Ficción",1.3,"No",NA
"Velásquez García, José","Creador","M","Colombia","1873","1950","Alpha","Teresita Vidal","1907-12-01","Prosa No Ficción",1.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Alpha","Índice del año segundo","1907-12-01","Prosa No Ficción",2,"No",NA
"Uribe Gómez, Pedro","Creador","M","Colombia","","","Alpha","Por España. Impresiones","1908-01-01","Prosa No Ficción",16,"No",NA
"Pichardo S., Manuel","Creador",NA,NA,NA,NA,"Alpha","Ofélidas","1908-01-01","Poesía",2,"No",NA
"Marín, Abel","Creador","M","Colombia","1888","1950","Alpha","Balada","1908-01-01","Poesía",2,"No",NA
"Restrepo Euse, Álvaro","Creador","M","Colombia","1844","1910","Alpha","Historia Nacional. Pedro de Ursúa","1908-01-01","Prosa No Ficción",4,"No",NA
"Escobar Rojo, Severo","Creador","M","Colombia","1882","1928","Alpha","Añoranza","1908-01-01","Poesía",1,"No",NA
"Restrepo Rivera, Jesús","Creador","M","Colombia","1884","1946","Alpha","Initio Noctis","1908-01-01","Poesía",1,"No",NA
"Restrepo, Saturnino","Creador","M","Colombia","1877","1961","Alpha","La Haya (Japonerías)","1908-01-01","Prosa No Ficción",2.3,"No",NA
"Restrepo, Saturnino","Creador","M","Colombia","1877","1961","Alpha","La Haya (Colombia)","1908-01-01","Prosa No Ficción",1,"No",NA
"Jaramillo, Emilio","Creador","M","Colombia","19. Jahrhundert","1949","Alpha","Las alquimias del radio","1908-01-01","Prosa No Ficción",4,"No",NA
"Darío, Rubén","Creador","M","Nicaragua","1867","1916","Alpha","Rubén Darío (Habla el poeta)","1908-01-01","Prosa No Ficción",2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Alpha","De la ingenuidad mal dirigida","1908-01-01","Prosa Ficción",2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Alpha","De la prensa científica","1908-01-01","Prosa No Ficción",0.4,"Sí","Anónimo"
"López Restrepo, Alejandro","Creador","M","Colombia","1876","1940","Alpha","Tracción eléctrica","1908-01-01","Prosa No Ficción",1,"Sí","Anónimo"
"Latorre, Gabriel","Creador","M","Colombia","1868","1935","Alpha","""Susana""","1908-01-01","Prosa No Ficción",0.2,"No",NA
"Latorre, Gabriel","Creador","M","Colombia","1868","1935","Alpha","Susana. Drama en tres actos y en prosa","1908-03-01","Teatro",86.4,"No",NA
"Vélez Barrientos, Lucrecio","Creador","M","Colombia","1850","1925","Alpha","El cortijo","1908-04-01","Prosa Ficción",5,"No",NA
"Gómez Restrepo, Antonio","Creador","M","Colombia","1869","1947","Alpha","Amor Cristiano","1908-04-01","Poesía",1,"No",NA
"Altenberg, Peter","Creador","M","Austria","1859","1919","Alpha","El crepúsculo de los ídolos","1908-04-01","Prosa Ficción",2,"Sí","Anónimo"
"Vélez, Victoriano","Creador","M","Colombia","1891","1956","Alpha","La cruz del camino","1908-04-01","Poesía",1,"No",NA
"Sánchez, Alberto","Creador","M","Colombia","","","Alpha","Tedio del domingo","1908-04-01","Prosa Ficción",2.5,"No",NA
"Marín, Abel","Creador","M","Colombia","1888","1950","Alpha","El triunfo de la muerte","1908-04-01","Poesía",0.5,"No",NA
"Hearn, Lafcadio","Creador","M","Grecia","1850","1904","Alpha","La historia de Mimi-Nashi-Oishi","1908-04-01","Prosa Ficción",7,"Sí","Anónimo"
"Velásquez, Edmundo","Creador","M","Colombia","1881","1954","Alpha","Canción ingenua","1908-04-01","Poesía",1,"No",NA
"Jaramillo, Bernardo","Creador","M","Colombia","1884","1952","Alpha","Balsero","1908-04-01","Prosa Ficción",1,"No",NA
"Restrepo Restrepo, Carlos Eugenio","Creador","M","Colombia","1867","1937","Alpha","Para la Justicia y por la Ley","1908-04-01","Prosa No Ficción",1.5,"No",NA
"Restrepo, Antonio José","Creador","M","Colombia","1855","1933","Alpha","Sr.Dr. Carlos E. Restrepo","1908-04-01","Prosa No Ficción",1,"No",NA
"Hernández Catá, Alfonso","Crítico","M","España","1885","1940","Alpha","Ramón del Valle Inclán","1908-04-01","Prosa No Ficción",3.4,"No",NA
"Restrepo, Saturnino","Crítico","M","Colombia","1877","1961","Alpha","Portugal","1908-04-01","Prosa No Ficción",1.6,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Alpha","Prolongación de la vida","1908-04-01","Prosa No Ficción",3,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Alpha","Un nuevo evangelio","1908-04-01","Prosa No Ficción",1.5,"No",NA
"Gómez Carrillo, Enrique","Creador","M","Guatemala","1873","1927","Alpha","E. Pardo Bazán en París","1908-04-01","Prosa No Ficción",2,"Sí","R.T."
"Eastman, Tomás Oziel","Creador","M","Colombia","1865","1931","Alpha","Estudios de fonética","1908-05-01","Prosa No Ficción",14.5,"No",NA
"Jaramillo, Bernardo","Creador","M","Colombia","1884","1952","Alpha","En la quietud del crepúsculo","1908-05-01","Poesía",1,"No",NA
"Gourmont, Remy de","Creador","M","Francia","1858","1915","Alpha","Phocas","1908-05-01","Prosa Ficción",5,"Sí","Anónimo"
"Cano Villegas, Gabriel","Creador","M","Colombia","1892","1981","Alpha","Diálogos","1908-05-01","Poesía",1,"No",NA
"Benavente, Jacinto","Creador","M","España","1866","1954","Alpha","La sonrisa de Giocconda","1908-05-01","Teatro",9,"No",NA
"Restrepo, Saturnino","Crítico","M","Colombia","1877","1961","Alpha","El arte de ignorar","1908-05-01","Prosa No Ficción",2.5,"No",NA
"Barzini, Luigi","Creador","M","Italia","1874","1947","Alpha","De Pekin a París","1908-05-01","Prosa Ficción",2,"Sí","Anónimo"
"Eastman, Tomás Oziel","Creador","M","Colombia","1865","1931","Alpha","Estudios de fonética","1908-06-01","Prosa No Ficción",14.5,"No",NA
"Marquina, Eduardo","Creador","M","España","1879","1946","Alpha","Votos floridos","1908-06-01","Poesía",1,"No",NA
"Vélez, Victoriano","Creador","M","Colombia","1891","1956","Alpha","Maestro-Jacinto","1908-06-01","Prosa No Ficción",2,"No",NA
"Creta, Ruy de","Creador",NA,NA,NA,NA,"Alpha","Almas","1908-06-01","Poesía",1,"No",NA
"Loti, Pierre","Creador","M","Francia","1850","1923","Alpha","Vieja barca, viejo batelero","1908-06-01","Prosa Ficción",1,"Sí","Pardo, León"
"Kipling, Rudyard","Creador","M","Inglaterra","1865","1936","Alpha","De caza…","1908-06-01","Prosa Ficción",8,"Sí","Anónimo"
"Restrepo, Saturnino","Creador","M","Colombia","1877","1961","Alpha","Asuntos económicos","1908-06-01","Prosa No Ficción",2.7,"No",NA
"Gómez Barrientos, Estanislao","Creador","M","Colombia","1850","1931","Alpha","Remiscencias. Del DR. Ricardo de la Parra","1908-06-01","Prosa No Ficción",4,"No",NA
"Gómez Barrientos, Estanislao","Creador","M","Colombia","1850","1931","Alpha","El rey de Suecia","1908-06-01","Prosa No Ficción",1.3,"No",NA
"Palacio Muñoz, Obdulio","Creador","M","Colombia","","","Alpha","La última edición de Cuervo","1908-07-01","Prosa Ficción",17,"No",NA
"Jaramillo Medina, Francisco","Creador","M","Colombia","1884","1919","Alpha","El último ideal","1908-07-01","Poesía",0.7,"No",NA
"Delgado, Jorge E.","Creador","M","Colombia","1868","1924","Alpha","Concepto (En un álbum)","1908-07-01","Prosa Ficción",1,"No",NA
"Nieto, Ricardo","Creador","M","Colombia","1878","1952","Alpha","Himno a la tierra","1908-07-01","Poesía",2,"No",NA
"Vélez Barrientos, Lucrecio","Creador","M","Colombia","1850","1925","Alpha","Letras giradas","1908-07-01","Prosa Ficción",3,"No",NA
"Sánchez, Alberto","Creador","M","Colombia","","","Alpha","Sois Belle","1908-07-01","Poesía",0.5,"No",NA
"Merizalde Uribe, Antonio","Creador","M","Colombia","1883","1916","Alpha","La vejez del poeta","1908-07-01","Poesía",0.5,"No",NA
"Gourmont, Remy de","Creador","M","Francia","1858","1915","Alpha","Diálogo entre Harvedio y una sombra","1908-07-01","Prosa Ficción",2,"Sí","Anónimo"
"Gómez Barrientos, Estanislao","Creador","M","Colombia","1850","1931","Alpha","Oidor íntegro y rey advertido","1908-07-01","Prosa Ficción",3.5,"No",NA
"Restrepo, Saturnino","Crítico","M","Colombia","1877","1961","Alpha","Al margen","1908-07-01","Prosa No Ficción",1.8,"No",NA
"Restrepo, Saturnino","Crítico","M","Colombia","1877","1961","Alpha","El universo…etcétera","1908-07-01","Prosa No Ficción",2,"No",NA
"Restrepo Briceño, Fernando","Creador",NA,NA,NA,NA,"Alpha","Estatua al Dr. J. Félix de Restrepo.","1908-07-01","Prosa No Ficción",1.5,"No",NA
"Duque Uribe, Rafael","Creador","M","Colombia","","1862","Alpha","El fracaso del ""Yo""","1908-07-01","Prosa No Ficción",1.3,"No",NA
"Carricarte, Arturo R. de","Creador","M","Cuba","1880","1948","Alpha","Caracteres predominantes de la actual lírica castellana","1908-08-01","Prosa No Ficción",15.5,"No",NA
"Bayona Posada, Jorge","Creador","M","Colombia","1888","1948","Alpha","Asimilaciones","1908-08-01","Poesía",1,"No",NA
"Vélez Barrientos, Lucrecio","Creador","M","Colombia","1850","1925","Alpha","El espectro","1908-08-01","Prosa Ficción",3,"No",NA
"Hearn, Lafcadio","Creador","M","Grecia","1850","1904","Alpha","El Leon","1908-08-01","Prosa Ficción",2,"Sí","Anónimo"
"Sánchez, Alberto","Creador","M","Colombia","","","Alpha","Paisaje reminiscente","1908-08-01","Poesía",1,"No",NA
"Valcarce García, Javier","Creador","M","España","","1918","Alpha","Romance","1908-08-01","Prosa Ficción",5,"No",NA
"Mejía Ángel, Gustavo","Creador","M","Colombia","1886","","Alpha","Dualismo","1908-08-01","Poesía",1,"No",NA
"Restrepo, Saturnino","Crítico","M","Colombia","1877","1961","Alpha","A propósito de Spencer","1908-08-01","Prosa No Ficción",3.4,"No",NA
"Villegas, Luis Eduardo","Creador","M","Colombia","1848","1915","Alpha","¿Cuervo ó Palacio? A los maestros y profesores de lecgua castellana)","1908-08-01","Prosa No Ficción",1,"No",NA
"Cuervo Márquez, Emilio","Creador","M","Colombia","1873","1937","Alpha","Juegos Florales en Bogotá","1908-08-01","Prosa No Ficción",0.5,"No",NA
"Uribe, Diego","Creador","M","Colombia","1867","1921","Alpha","Juegos Florales en Bogotá","1908-08-01","Prosa No Ficción",0.5,"No",NA
"Vargas, Justo","Creador",NA,NA,NA,NA,"Alpha","A los poetas de la República","1908-08-01","Prosa No Ficción",0.8,"No",NA
"Restrepo, Saturnino","Reseñista","M","Colombia","1877","1961","Alpha","D. Migel de Unamuno","1908-08-01","Reseña",1,"No",NA
"Pérez Triana, Santiago","Creador","M","Colombia","1858","1916","Alpha","""Por el sur de Colombia"". Excursión pintoresa y científica al Putumayo por Miguel Triana","1908-08-01","Prosa No Ficción",1.5,"No",NA
"Restrepo, Saturnino","Reseñista","M","Colombia","1877","1961","Alpha","Estudios Científicos del Doctor Andrés Posada A., seguidos de algunos otros escritos suyos, sobre diversos temas","1908-08-01","Reseña",0.5,"No",NA
"Barrès, Maurice","Creador","M","Francia","1862","1923","Alpha","Una visita a Leonardo Da Vinci","1908-09-01","Prosa Ficción",3.5,"Sí","Anónimo"
"Ospina Vásquez, Mariano","Creador","M","Colombia","1869","1941","Alpha","Comentarios","1908-09-01","Poesía",0.5,"No",NA
"Peláez, Aurelio","Creador","M","Colombia","1888","1918","Alpha","Arrayanes","1908-09-01","Poesía",1,"No",NA
"Castro, Alfonso","Creador","M","Colombia","1878","1943","Alpha","De paseo","1908-09-01","Prosa Ficción",12,"No",NA
"Paláu R., Antonio M.","Creador",NA,NA,NA,NA,"Alpha","Dulcinea","1908-09-01","Poesía",0.5,"No",NA
"Uribe Gómez, Pedro","Creador","M","Colombia","","","Alpha","Hogar y campo","1908-09-01","Prosa Ficción",5.5,"No",NA
"Villegas, Luis Eduardo","Creador","M","Colombia","1848","1915","Alpha","Ex trípode","1908-09-01","Prosa No Ficción",5,"No",NA
"Restrepo, Saturnino","Crítico","M","Colombia","1877","1961","Alpha","El papel de la tierra","1908-09-01","Prosa No Ficción",2.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Alpha",NA,"1908-09-01","Prosa No Ficción",1,"No",NA
"Review of Revieus","Creador",NA,NA,NA,NA,"Alpha","La marcha fúnebre de Chopin","1908-09-01","Prosa No Ficción",0.5,"No",NA
"Le Temps","Creador",NA,NA,NA,NA,"Alpha","El culto de Shelley","1908-09-01","Prosa No Ficción",1.3,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Alpha","Los Japoneses y el Nuevo Mundo","1908-09-01","Prosa No Ficción",0.4,"No",NA
"Unamuno, Miguel de","Creador","M","España","1866","1936","Alpha","Del prólogo á las Poesías de José A. Silva, editadas en Barcelona en el corriente año, extractamos","1908-09-01","Prosa Ficción",1,"No",NA
"Kipling, Rudyard","Creador","M","Inglaterra","1865","1936","Alpha","Mientras baja el rio","1908-10-01","Prosa Ficción",8,"Sí","Anónimo"
"Grillo, Maximiliano","Creador","M","Colombia","1868","1949","Alpha","Los dioses pálidos","1908-10-01","Poesía",2,"No",NA
"Vélez Barrientos, Lucrecio","Creador","M","Colombia","1850","1925","Alpha","Obras son amores","1908-10-01","Prosa Ficción",4,"No",NA
"Cano Gutiérrez, Fidel","Creador","M","Colombia","1854","1919","Alpha","Noches de luna","1908-10-01","Poesía",1,"No",NA
"Maeterlinck, Maurice","Creador","M","Bélgica","1862","1949","Alpha","La intrusa. Drama en un acto","1908-10-01","Teatro",14,"Sí","Anónimo"
"Palacio Muñoz, Obdulio","Creador","M","Colombia","","","Alpha","No más trípodes no más apellidos","1908-10-01","Prosa No Ficción",3.5,"No",NA
"Arango Mejía, Gabriel","Creador","M","Colombia","1872","1958","Alpha","Alférez Real de Castropol","1908-10-01","Prosa No Ficción",2.5,"No",NA
"Gómez Escobar, Francisco","Creador","M","Colombia","1867","1938","Alpha","Un Zarathustra maicero","1908-11-01","Prosa Ficción",16,"No",NA
"Restrepo Rivera, Jesús","Creador","M","Colombia","1884","1946","Alpha","Es noviembre…","1908-11-01","Poesía",0.5,"No",NA
"Pardo Farelo, Enrique","Creador","M","Colombia","1883","1965","Alpha","Páginas regionales","1908-11-01","Prosa Ficción",2.5,"No",NA
"Gómez Barrientos, Estanislao","Creador","M","Colombia","1850","1931","Alpha","Enseñanza de un centenario","1908-11-01","Prosa Ficción",1.7,"No",NA
"Ramírez, Clodomiro","Creador","M","Colombia","1896","1940","Alpha","El centenario del Dr. Ospina","1908-11-01","Prosa No Ficción",0.3,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Alpha","Cándido Bernal","1908-11-01","Prosa No Ficción",2,"No",NA
"Eraña, Silverio","Creador",NA,NA,NA,NA,"Alpha","De los PP. De la Compañía de Jesús","1908-11-01","Prosa No Ficción",0.2,"No",NA
"Gamero, Luis","Creador","M","Nicaragua","","","Alpha",NA,"1908-11-01","Prosa No Ficción",0.5,"No",NA
